,ProductID,Description,Name,Type,Color,Size,Image
1943,602.499.60,Provided with safety film - reduces damage if glass is broken.,STOCKHOLM,Mirror,Walnut veneer,80 cm,images/mirror/602.499.60.jpg
1944,503.112.88,"Use the tealight holder with a lit tealight or alone, as a beautiful object in its own right.",STILLHET,Tealight holder,Gold-colour,7 cm,images/objects/503.112.88.jpg
1945,003.272.82,The decoration box can be used to display your small favourite items.,OKND,Box,"Clear glass,black",15x25x11 cm,images/objects/003.272.82.jpg
1946,802.758.87,Choose whether you want to place it vertically or horizontally and use it as a shelf or sideboard.,KALLAX,Shelving unit,White,77x147 cm,images/objects/802.758.87.jpg
1947,902.821.80,The shelf becomes one with the wall thanks to the concealed mounting hardware.,LACK,Wall shelf,White,110x26 cm,images/objects/902.821.80.jpg
1948,502.432.99,The opening at the back allows you to easily gather and organise all wires.,LACK,TV bench,White,90x26 cm,images/objects/502.432.99.jpg
1949,502.666.91,The cover is easy to keep clean as it is removable and can be machine washed.,BOSNS,Footstool with storage,Ransta yellow,Not known,images/objects/502.666.91.jpg
1950,200.114.13,Easy to assemble.,LACK,Side table,White,55x55 cm,images/dining table/200.114.13.jpg
1951,200.114.13,Easy to assemble.,LACK,Side table,White,55x55 cm,images/dining table/200.114.13.jpg
1952,102.836.78,"Durable, stain resistant and easy to care for since the rug is made of synthetic fibres.",RANDERUP,"Rug, low pile",Multicolour,133x195 cm,images/objects/102.836.78.jpg
1953,902.651.09,KNOPPARP sofa is very durable thanks to the metal construction and strong supporting fabric.,KNOPPARP,Two-seat sofa,Bright yellow,Not known,images/couch/902.651.09.jpg
1954,902.651.09,KNOPPARP sofa is very durable thanks to the metal construction and strong supporting fabric.,KNOPPARP,Two-seat sofa,Bright yellow,Not known,images/couch/902.651.09.jpg
1955,101.841.74,Gives a soft mood light.,HOLM,Floor lamp,Not known,Not known,images/objects/101.841.74.jpg
1956,000.379.80,Gives a directed light; good for lighting up for example dining tables or bar tops.,MELODI,Pendant lamp,Not known,28 cm,images/objects/000.379.80.jpg
1957,502.816.20,"This basket makes it easy to access and get an overview of your fruit and vegetables, and is decorative to display.",RISATORP,Basket,Green,25x26x18 cm,images/objects/502.816.20.jpg
1958,190.948.24,Extra wide and deep armchair with plenty of room for you to sit and relax comfortably.,STOCKSUND,Chaise longue,"Nolhaga dark grey,black,wood",Not known,images/objects/190.948.24.jpg
1959,702.781.03,"Separate shelf for magazines, etc. helps you keep your things organised and the table top clear.",LIATORP,Side table,"Grey,glass",57x40 cm,images/dining table/702.781.03.jpg
1960,702.781.03,"Separate shelf for magazines, etc. helps you keep your things organised and the table top clear.",LIATORP,Side table,"Grey,glass",57x40 cm,images/dining table/702.781.03.jpg
1961,402.688.84,3 adjustable glass shelves; adjust spacing according to your own storage needs.,LIATORP,Glass-door cabinet,Grey,96x215 cm,images/objects/402.688.84.jpg
1962,102.781.01,"Can be placed behind a sofa, along a wall, or be used as a room divider.",LIATORP,Console table,"Grey,glass",133x37 cm,images/dining table/102.781.01.jpg
1963,102.781.01,"Can be placed behind a sofa, along a wall, or be used as a room divider.",LIATORP,Console table,"Grey,glass",133x37 cm,images/dining table/102.781.01.jpg
1964,090.178.26,Adjustable shelves; adapt space between shelves according to your needs.,BILLY,Bookcase,White,240x106x28 cm,images/objects/090.178.26.jpg
1965,503.056.16,You can really loosen up and relax in comfort because the high back on this chair provides extra support for your neck.,STRANDMON,Wing chair,Skiftebo green,Not known,images/chair/503.056.16.jpg
1966,891.300.17,"Mattress and bedlinen are sold separately. You can decide the style of this bed frame. The untreated surface can be oiled, waxed or stained and the high end is perfect for draping your favourite fabric.",GJRA,Bed frame,"Birch,lnset",Standard King,images/objects/891.300.17.jpg
1967,891.300.17,"Mattress and bedlinen are sold separately. You can decide the style of this bed frame. The untreated surface can be oiled, waxed or stained and the high end is perfect for draping your favourite fabric.",GJRA,Bed frame,"Birch,lnset",Standard King,images/objects/891.300.17.jpg
1968,603.112.83,"Use the vase with flowers or alone, as a beautiful object in its own right.",VRVIND,Vase,Brown,30 cm,images/objects/603.112.83.jpg
1969,903.200.97,"Handwoven backrest and seat, making each and every GRNADAL one of a kind.",GRNADAL,Rocking-chair,"Grey,natural",Not known,images/chair/903.200.97.jpg
1970,501.861.09,A plastic inner pot makes the plant pot waterproof.,KALASA,Plant pot,White,24 cm,images/plant_pot/501.861.09.jpg
1971,103.286.67,"Helps you keep track of small items like chargers, keys and wallets, or more bulky items like handbags and toys. It all depends on which of the 3 cabinet sizes you choose.",LIXHULT,Cabinet,"Metal,blue",35x35 cm,images/objects/103.286.67.jpg
1972,503.286.65,"Helps you keep track of small items like chargers, keys and wallets, or more bulky items like handbags and toys. It all depends on which of the 3 cabinet sizes you choose.",LIXHULT,Cabinet,"Metal,white",25x25 cm,images/objects/503.286.65.jpg
1973,503.233.85,Choose whether you want to place it vertically or horizontally and use it as a shelf or sideboard.,KALLAX,Shelving unit,Yellow,77x147 cm,images/objects/503.233.85.jpg
1974,203.233.82,The insert looks nice in a room divider as the back has also been finished.,KALLAX,Insert with door,Yellow,33x33 cm,images/objects/203.233.82.jpg
1975,703.286.69,"Helps you keep track of small items like chargers, keys and wallets, or more bulky items like handbags and toys. It all depends on which of the 3 cabinet sizes you choose.",LIXHULT,Cabinet,"Metal,grey",60x35 cm,images/objects/703.286.69.jpg
1976,503.286.70,"Helps you keep track of small items like chargers, keys and wallets, or more bulky items like handbags and toys. It all depends on which of the 3 cabinet sizes you choose.",LIXHULT,Cabinet,"Metal,red",35x60 cm,images/objects/503.286.70.jpg
1977,091.302.38,Extra covers to alternate with mean it's easy to give both your sofa and room a new look.,KLIPPAN,Two-seat sofa,Glottra multicolour,Not known,images/couch/091.302.38.jpg
1978,091.302.38,Extra covers to alternate with mean it's easy to give both your sofa and room a new look.,KLIPPAN,Two-seat sofa,Glottra multicolour,Not known,images/couch/091.302.38.jpg
1979,102.335.32,The armchair is lightweight and easy to move if you want to clean the floor or rearrange the furniture.,NOLMYRA,Easy chair,"Birch veneer,grey",Not known,images/chair/102.335.32.jpg
1980,603.210.17,The polyester filling holds its shape and gives your body soft support.,PENNINGGRS,Cushion,Multicolour,30x60 cm,images/objects/603.210.17.jpg
1981,602.863.87,Cotton velvet gives depth to the colour and softness to the touch.,LUKTASTER,Cushion cover,Multicolour,40x65 cm,images/objects/602.863.87.jpg
1982,502.812.48,Cotton velvet gives depth to the colour and softness to the touch.,SANELA,Cushion cover,Grey,65x65 cm,images/objects/502.812.48.jpg
1983,102.897.22,"You can easily aim the light where you need it because the lamp head is adjustable. For instance, you can direct the light on the book you are reading, use it as an uplighter or aim it to focus on a specific area in the room.",SVIRVEL,Floor lamp with 2 shades,White,Not known,images/objects/102.897.22.jpg
1984,603.113.39,"Fill the bowl with decorations or use it alone, as a beautiful object in its own right.",STOCKHOLM,Bowl,Gold-colour,20 cm,images/objects/603.113.39.jpg
1985,502.638.38,Shallow shelves help you to use small wall spaces effectively by accommodating small items in a minimum of space.,BILLY,Bookcase,White,40x28x202 cm,images/objects/502.638.38.jpg
1986,002.607.00,Cable outlet for easy cable management.,IKEA PS 2014,Bureau,"Orange,birch veneer",90x127 cm,images/objects/002.607.00.jpg
1987,002.729.20,"Contact areas with soft, dyed-through 1.2 mm thick grain leather that is supple and smooth to the touch.",TIMSFORS,Two-seat sofa with chaise longue,"Mjuk,kimstad dark brown",Not known,images/couch/002.729.20.jpg
1988,002.729.20,"Contact areas with soft, dyed-through 1.2 mm thick grain leather that is supple and smooth to the touch.",TIMSFORS,Two-seat sofa with chaise longue,"Mjuk,kimstad dark brown",Not known,images/couch/002.729.20.jpg
1989,702.729.12,"Contact areas with soft, dyed-through 1.2 mm thick grain leather that is supple and smooth to the touch.",TIMSFORS,Footstool,"Mjuk,kimstad dark brown",Not known,images/objects/702.729.12.jpg
1990,301.571.03,"Separate shelf for magazines, etc. helps you keep your things organised and the table top clear.",STRIND,Coffee table,"White,nickel-plated",75 cm,images/dining table/301.571.03.jpg
1991,301.571.03,"Separate shelf for magazines, etc. helps you keep your things organised and the table top clear.",STRIND,Coffee table,"White,nickel-plated",75 cm,images/dining table/301.571.03.jpg
1992,202.080.42,"As the light can be dimmed, you are able to choose lighting suitable for every occasion.",KLABB,Floor lamp,Off-white,Not known,images/objects/202.080.42.jpg
1993,802.382.96,"You can create a soft, cosy atmosphere in your home with a textile shade that spreads a diffused and decorative light.",TORSBO,Table lamp,Off-white,Not known,images/objects/802.382.96.jpg
1994,901.100.61,"Fill the bowl with decorations or use it alone, as a beautiful object in its own right.",STOCKHOLM,Bowl,Stainless steel,42 cm,images/objects/901.100.61.jpg
1995,801.750.91,Can be stacked inside one another to save room when storing.,CYLINDER,"Vase,bowl, set of 3",Clear glass,Not known,images/objects/801.750.91.jpg
1996,203.097.67,The glass vase is mouth blown by a skilled craftsperson.,TGNG,Vase,Grey,26 cm,images/objects/203.097.67.jpg
1997,202.800.33,You sit comfortably since the chair is adjustable in height.,SKRUVSTA,Swivel chair,Idhult white,Not known,images/chair/202.800.33.jpg
1998,902.608.33,"Wood is a natural living material, and variations in the grain, colour and texture makes each piece of wood furniture unique.",REGISSR,Glass-door cabinet with 4 drawers,Brown,78x203 cm,images/objects/902.608.33.jpg
1999,601.985.93,"KIVIK is a generous seating series with a soft, deep seat and comfortable support for your back.",KIVIK,Three-seat sofa,"Grann,bomstad black",Not known,images/couch/601.985.93.jpg
2000,601.985.93,"KIVIK is a generous seating series with a soft, deep seat and comfortable support for your back.",KIVIK,Three-seat sofa,"Grann,bomstad black",Not known,images/couch/601.985.93.jpg
2001,602.611.55,The embossed grain surface in the poplar veneer enhances the wood feeling and gives each piece of furniture its own unique character.,REGISSR,Coffee table,"Brown,glass",118x60 cm,images/dining table/602.611.55.jpg
2002,602.611.55,The embossed grain surface in the poplar veneer enhances the wood feeling and gives each piece of furniture its own unique character.,REGISSR,Coffee table,"Brown,glass",118x60 cm,images/dining table/602.611.55.jpg
2003,591.110.44,You get extra soft comfort and support because the thick seat cushions have a core of pocket springs and a top of cut foam and polyester fibres.,NOCKEBY,Two-seat sofa w chaise longue right,"Ten dark grey,chrome-plated",Not known,images/couch/591.110.44.jpg
2004,591.110.44,You get extra soft comfort and support because the thick seat cushions have a core of pocket springs and a top of cut foam and polyester fibres.,NOCKEBY,Two-seat sofa w chaise longue right,"Ten dark grey,chrome-plated",Not known,images/couch/591.110.44.jpg
2005,302.878.21,"Durable, stain resistant and easy to care for since the rug is made of synthetic fibres.",SILLERUP,"Rug, low pile","Black,white",200x300 cm,images/objects/302.878.21.jpg
2006,190.526.21,Extra covers to alternate with mean it's easy to give both your sofa and room a new look.,KLIPPAN,Two-seat sofa,"Marrehill pink,green",Not known,images/couch/190.526.21.jpg
2007,190.526.21,Extra covers to alternate with mean it's easy to give both your sofa and room a new look.,KLIPPAN,Two-seat sofa,"Marrehill pink,green",Not known,images/couch/190.526.21.jpg
2008,690.106.19,Extra covers to alternate with mean it's easy to give both your sofa and room a new look.,KLIPPAN,Two-seat sofa,Flackarp green,Not known,images/couch/690.106.19.jpg
2009,690.106.19,Extra covers to alternate with mean it's easy to give both your sofa and room a new look.,KLIPPAN,Two-seat sofa,Flackarp green,Not known,images/couch/690.106.19.jpg
2010,903.020.60,Easy to assemble.,LACK,Side table,Green,55x55 cm,images/dining table/903.020.60.jpg
2011,903.020.60,Easy to assemble.,LACK,Side table,Green,55x55 cm,images/dining table/903.020.60.jpg
2012,200.899.25,The fleece throw feels soft against your skin and can be machine washed.,POLARVIDE,Throw,White,130x170 cm,images/objects/200.899.25.jpg
2013,402.397.21,"The sideboard in walnut veneer and solid ash brings a warm, natural feeling to your room.",STOCKHOLM,Sideboard,Walnut veneer,160x81 cm,images/objects/402.397.21.jpg
2014,002.394.12,"Handwoven by skilled craftspeople, each one is unique. Made in India in organised weaving centres with good working conditions and fair wages.",STOCKHOLM,"Rug, low pile",Handmade brown,170x240 cm,images/objects/002.394.12.jpg
2015,203.238.05,Glass doors keep your favourite items free from dust but still visible.,BILLY,Bookcase with glass door,Dark blue,80x30x202 cm,images/objects/203.238.05.jpg
2016,391.505.88,Highly durable full-grain leather which is soft and has a natural look and feel.,PONG,Armchair,"Black-brown,seglora natural",Not known,images/chair/391.505.88.jpg
2017,602.806.77,Can be used individually or be pushed together to save space.,SVALSTA,"Nest of tables, set of 2",Black-brown stain,Not known,images/dining table/602.806.77.jpg
